snapshot_date,scrape_run_id,watch_id,product_code,series,product_name,color,mrp,source_url,is_synthetic
2026-05-17,seed-2026-05-17,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,30167.00,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-05-24,seed-2026-05-24,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,31566.50,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-05-31,seed-2026-05-31,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,31566.50,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-06-07,seed-2026-06-07,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,30011.50,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-06-14,seed-2026-06-14,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,30011.50,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-06-21,seed-2026-06-21,W016,SNR-GBP-91017PK,Sensor Faucets,Laguna Tall Boy Sensor Faucet - Gold Bright PVD,Gold Bright PVD,31100.00,https://www.jaquar.com/en/laguna-tall-boy-sensor-faucet-4?Id=10995,TRUE
2026-05-10,seed-2026-05-10,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,78728.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,78728.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,78728.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W017,KUP-GBP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,78349.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,78349.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,74564.50,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W018,KUP-GMP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,75700.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W019,KUP-ABR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,70097.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W020,KUP-ACR-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69363.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69363.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69363.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W021,KUP-GRF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71198.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71198.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,74501.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,74501.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,70831.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,70831.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W022,KUP-SSF-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,73400.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,69160.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-17,seed-2026-05-17,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,69160.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-24,seed-2026-05-24,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,69160.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-31,seed-2026-05-31,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,66500.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-07,seed-2026-06-07,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,66500.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-14,seed-2026-06-14,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,66500.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-06-21,seed-2026-06-21,W023,KUP-BGP-35121KPM,Kubix Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,66500.00,https://www.jaquar.com/en/kubix-prime-floor-mounted-bath-lever?Id=6092,TRUE
2026-05-10,seed-2026-05-10,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,69541.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,69541.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,69541.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,73071.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,73071.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,69541.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W024,OPP-GBP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Bright PVD,Gold Bright PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W025,OPP-GMP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Gold Matt PVD,Gold Matt PVD,70600.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,65417.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W026,OPP-ABR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Bronze,Antique Bronze,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,64732.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,64732.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,64732.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W027,OPP-ACR-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Antique Copper,Antique Copper,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,66445.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,66445.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69527.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,69527.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,66102.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,66102.50,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W028,OPP-GRF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Graphite,Graphite,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71240.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71240.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,71240.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-21,seed-2026-06-21,W029,OPP-SSF-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Stainless Steel,Stainless Steel,68500.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-10,seed-2026-05-10,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,61070.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-17,seed-2026-05-17,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,61070.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-24,seed-2026-05-24,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,61070.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-05-31,seed-2026-05-31,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,64170.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-07,seed-2026-06-07,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,64170.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
2026-06-14,seed-2026-06-14,W030,OPP-BGP-15121KPM,Opal Prime,Exposed Parts of Floor Mounted Single Lever Bath Mixer - Blush Gold Bright PVD,Blush Gold PVD,61070.00,https://www.jaquar.com/en/opal-prime-floor-mounted-bath-lever?Id=6102,TRUE
